Index,Oil
2146,51.65
2147,52.78
2148,52.74
2149,52.2
2150,53.04
2151,51.41
2152,50.91
2153,50.89
2154,50.15
2155,50.36
2156,49.19
2157,48.45
2158,48.14
2159,47.39
2160,47.98
2161,48.79
2162,48.52
2163,47.12
2164,45.17
2165,45.74
2166,45.15
2167,44.66
2168,43.87
2169,44.96
2170,43.08
2171,43.3
2172,42.23
2173,42.5
2174,41.87
2175,42.62
2176,40.8
2177,41.14
2178,40.45
2179,38.24
2180,39.31
2181,38.6
2182,42.56
2183,45.22
2184,49.2
2185,45.41
2186,46.25
2187,46.75
2188,46.05
2189,45.94
2190,44.15
2191,45.92
2192,44.63
2193,44
2194,44.59
2195,47.15
2196,46.9
2197,44.68
2198,46.68
2199,45.83
2200,44.48
2201,44.91
2202,45.7
2203,44.43
2204,45.23
2205,45.09
2206,44.74
2207,45.54
2208,46.26
2209,48.53
2210,47.81
2211,49.43
2212,49.63
2213,47.1
2214,46.66
2215,46.64
2216,46.38
2217,47.26
2218,45.89
2219,45.55
2220,45.2
2221,45.38
2222,44.6
2223,43.98
2224,43.2
2225,45.94
2226,46.06
2227,46.59
2228,46.14
2229,47.9
2230,46.32
2231,45.2
2232,44.29
2233,43.87
2234,44.21
2235,42.93
2236,41.75
2237,40.74
2238,41.74
2239,40.67
2240,40.75
2241,40.54
2242,40.39
2243,41.75
2244,42.87
2245,43.04
2246,41.71
2247,41.65
2248,41.85
2249,39.94
2250,41.08
2251,39.97
2252,37.65
2253,37.51
2254,37.16
2255,36.76
2256,35.62
2257,36.31
2258,37.35
2259,35.52
2260,34.95
2261,34.73
2262,34.74
2263,36.14
2264,37.5
2265,38.1
2266,36.81
2267,37.87
2268,36.6
2269,37.04
2270,36.76
2271,35.97
2272,33.97
2273,33.27
2274,33.16
2275,31.41
2276,30.44
2277,30.48
2278,31.2
2279,29.42
2280,28.46
2281,26.55
2282,29.53
2283,32.19
2284,30.34
2285,31.45
2286,32.3
2287,33.22
2288,33.62
2289,31.62
2290,29.88
2291,32.28
2292,31.72
2293,30.89
2294,29.69
2295,27.94
2296,27.45
2297,26.21
2298,29.44
2299,29.04
2300,30.66
2301,30.77
2302,29.64
2303,31.48
2304,31.87
2305,32.15
2306,33.07
2307,32.78
2308,33.75
2309,34.4
2310,34.66
2311,34.57
2312,35.92
2313,37.9
2314,36.5
2315,38.29
2316,37.84
2317,38.5
2318,37.18
2319,36.34
2320,38.46
2321,40.2
2322,39.44
2323,39.91
2324,41.45
2325,39.79
2326,39.46
2327,39.39
2328,38.28
2329,38.32
2330,38.34
2331,36.79
2332,35.7
2333,35.89
2334,37.75
2335,37.26
2336,39.72
2337,40.36
2338,42.17
2339,41.76
2340,41.5
2341,40.36
2342,39.78
2343,41.08
2344,42.63
2345,43.18
2346,43.73
2347,42.64
2348,44.04
2349,45.33
2350,46.03
2351,45.92
2352,44.78
2353,43.65
2354,43.78
2355,44.32
2356,44.66
2357,43.44
2358,44.66
2359,46.23
2360,46.7
2361,46.21
2362,47.72
2363,48.31
2364,48.19
2365,48.16
2366,47.75
2367,48.08
2368,48.62
2369,49.56
2370,49.48
2371,49.33
2372,49.1
2373,49.01
2374,49.17
2375,48.62
2376,49.69
2377,50.36
2378,51.23
2379,50.56
2380,49.07
2381,48.88
2382,48.49
2383,48.01
2384,46.21
2385,47.98
2386,49.37
2387,48.85
2388,49.13
2389,50.11
2390,47.64
2391,46.33
2392,47.85
2393,49.88
2394,48.33
2395,48.99
2396,46.6
2397,47.43
2398,45.14
2399,45.41
2400,44.76
2401,46.8
2402,44.75
2403,45.68
2404,45.95
2405,45.24
2406,44.65
2407,44.94
2408,44.75
2409,44.19
2410,43.13
2411,42.92
2412,41.92
2413,41.14
2414,41.6
2415,40.06
2416,39.51
2417,40.83
2418,41.93
2419,41.8
2420,43.02
2421,42.77
2422,41.71
2423,43.49
2424,44.49
2425,45.74
2426,46.58
2427,46.79
2428,48.22
2429,48.52
2430,47.05
2431,48.1
2432,46.77
2433,47.33
2434,47.64
2435,46.98
2436,46.35
2437,44.7
2438,43.16
2439,44.44
2440,44.83
2441,45.5
2442,47.62
2443,45.88
2444,46.29
2445,44.9
2446,43.58
2447,43.91
2448,43.03
2449,43.3
2450,43.44
2451,45.34
2452,46.32
2453,44.48
2454,45.93
2455,44.67
2456,47.05
2457,47.83
2458,48.24
2459,48.81
2460,48.69
2461,49.83
2462,50.44
2463,49.81
2464,51.35
2465,50.79
2466,50.18
2467,50.44
2468,50.35
2469,49.94
2470,50.29
2471,51.6
2472,50.43
2473,50.85
2474,50.52
2475,49.96
2476,49.18
2477,49.72
2478,48.7
2479,46.86
2480,46.67
2481,45.34
2482,44.66
2483,44.07
2484,44.89
2485,44.98
2486,45.27
2487,44.66
2488,43.41
2489,43.32
2490,45.81
2491,45.57
2492,45.42
2493,45.69
2494,47.49
2495,48.03
2496,47.96
2497,46.06
2498,47.08
2499,45.23
2500,49.44
2501,51.06
2502,51.68
2503,51.79
2504,50.93
2505,49.77
2506,50.84
2507,51.5
2508,52.83
2509,52.98
2510,51.04
2511,50.9
2512,51.9
2513,52.12
2514,52.23
2515,52.49
2516,52.95
2517,53.02
2518,53.9
